COWcode,year,chrstprotpct,chrstcatpct,chrstorthpct,chrstgenpct,judgenpct,islmgenpct,budgenpct,hindgenpct,nonreligpct,sumreligpct
2,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1950,0.48,0.28,0.02,0.8077,0.04,0,0,0,0.1482,0.9959
2,1951,0.47958,0.27992,0.02016,0.80768,0.03842,0,1e-4,0,0.14664,0.99286
2,1952,0.47916,0.27984000000000003,0.02032,0.8076599999999999,0.03684,0,2e-4,0,0.14508,0.98982
2,1953,0.47874,0.27976,0.020479999999999998,0.80764,0.03526,0,3e-4,0,0.14352,0.98678
2,1954,0.47831999999999997,0.27968000000000004,0.02064,0.80762,0.033679999999999995,0,4e-4,0,0.14196,0.9837400000000001
2,1955,0.4779,0.2796,0.0208,0.8076,0.0321,0,5e-4,0,0.1404,0.9807
2,1956,0.48272,0.27968000000000004,0.02034,0.81238,0.03176,0,0.00262,0,0.13618,0.98304
2,1957,0.48754,0.27976,0.01988,0.81716,0.03142,0,0.004739999999999999,0,0.13196,0.98538
2,1958,0.49236,0.27984000000000003,0.01942,0.82194,0.03108,0,0.00686,0,0.12774,0.9877199999999999
2,1959,0.49718,0.27992,0.018959999999999998,0.82672,0.03074,0,0.00898,0,0.12352,0.9900599999999999
2,1960,0.502,0.28,0.0185,0.8315,0.0304,0,0.0111,0,0.1193,0.9924
2,1961,0.49836,0.29054,0.019719999999999998,0.83734,0.03008,0,0.01,0,0.11584,0.99332
2,1962,0.49472,0.30108,0.02094,0.84318,0.029759999999999998,0,0.0089,0,0.11238,0.99424
2,1963,0.49108,0.31162,0.02216,0.84902,0.02944,0,0.0078,0,0.10892,0.9951599999999999
2,1964,0.48744,0.32216,0.02338,0.8548600000000001,0.02912,0,0.0067,0,0.10546,0.99608
2,1965,0.4838,0.3327,0.0246,0.8607,0.0288,0,0.0056,0,0.102,0.997
2,1966,0.48062,0.33504,0.025160000000000002,0.86082,0.02916,0,0.00558,0,0.102,0.99758
2,1967,0.47744,0.33738,0.02572,0.86094,0.029519999999999998,0,0.00556,0,0.102,0.99816
2,1968,0.47426,0.33971999999999997,0.02628,0.8610599999999999,0.02988,0,0.00554,0,0.102,0.99874
2,1969,0.47108,0.34206,0.02684,0.86118,0.03024,0,0.00552,0,0.102,0.99932
2,1970,0.4679,0.3444,0.0274,0.8613,0.0306,0,0.0055,0,0.102,0.9999
2,1971,0.46099999999999997,0.347,0.02808,0.85836,0.03068,0,0.00534,1.4000000000000001e-4,0.10456,0.9997
2,1972,0.4541,0.34959999999999997,0.02876,0.85542,0.03076,0,0.00518,2.8000000000000003e-4,0.10711999999999999,0.9995
2,1973,0.4472,0.3522,0.02944,0.85248,0.03084,0,0.00502,4.1999999999999996e-4,0.10968,0.9993
2,1974,0.4403,0.3548,0.03012,0.84954,0.03092,0,0.00486,5.600000000000001e-4,0.11224,0.9991
2,1975,0.4334,0.3574,0.0308,0.8466,0.031,0,0.0047,7e-4,0.1148,0.9989
2,1976,0.43562,0.35192,0.02874,0.8412000000000001,0.03118,0.00234,0.00496,0.00144,0.11538,0.9975
2,1977,0.43784,0.34644,0.026680000000000002,0.8358,0.03136,0.00468,0.00522,0.00218,0.11596,0.9961
2,1978,0.44006,0.34096,0.024620000000000003,0.8304,0.03154,0.00702,0.0054800000000000005,0.0029200000000000003,0.11654,0.9947
2,1979,0.44228,0.33548,0.02256,0.825,0.03172,0.00936,0.00574,0.0036600000000000005,0.11712,0.9933
2,1980,0.4445,0.33,0.0205,0.8196,0.0319,0.0117,0.006,0.0044,0.1177,0.9919
2,1981,0.4456,0.33316,0.0208,0.82324,0.03182,0.01144,0.0064600000000000005,0.00436,0.11546,0.99328
2,1982,0.4467,0.33632,0.0211,0.82688,0.03174,0.01118,0.00692,0.00432,0.11322,0.99466
2,1983,0.44780000000000003,0.33948,0.0214,0.83052,0.03166,0.01092,0.00738,0.00428,0.11098,0.99604
2,1984,0.4489,0.34264,0.0217,0.83416,0.03158,0.01066,0.00784,0.00424,0.10874,0.99742
2,1985,0.45,0.3458,0.022,0.8378,0.0315,0.0104,0.0083,0.0042,0.1065,0.9988
2,1986,0.46568,0.32908,0.02298,0.84184,0.0296,0.010159999999999999,0.0079,0.00362,0.10474,0.99892
2,1987,0.48136,0.31235999999999997,0.02396,0.84588,0.0277,0.00992,0.0075,0.0030399999999999997,0.10298,0.99904
2,1988,0.49704,0.29564,0.02494,0.84992,0.0258,0.00968,0.0071,0.00246,0.10121999999999999,0.9991599999999999
2,1989,0.51272,0.27892,0.02592,0.8539599999999999,0.023899999999999998,0.00944,0.0067,0.0018799999999999997,0.09945999999999999,0.99928
2,1990,0.5284,0.2622,0.0269,0.858,0.022,0.0092,0.0063,0.0013,0.0977,0.9994
2,1991,0.51686,0.26328,0.02658,0.8505,0.021599999999999998,0.0092,0.00626,0.00148,0.10439999999999999,0.999
2,1992,0.50532,0.26436,0.02626,0.843,0.0212,0.0092,0.00622,0.00166,0.1111,0.9985999999999999
2,1993,0.49378,0.26544,0.02594,0.8355,0.0208,0.0092,0.006180000000000001,0.00184,0.1178,0.9982
2,1994,0.48224,0.26652,0.02562,0.828,0.0204,0.0092,0.0061400000000000005,0.00202,0.12450000000000001,0.9977999999999999
2,1995,0.4707,0.2676,0.0253,0.8205,0.02,0.0092,0.0061,0.0022,0.1312,0.9974
2,1996,0.45940000000000003,0.26802,0.02496,0.81434,0.0196,0.0092,0.00664,0.00236,0.13696,0.99784
2,1997,0.4481,0.26844,0.02462,0.80818,0.0192,0.0092,0.007180000000000001,0.00252,0.14272,0.99828
2,1998,0.4368,0.26886,0.02428,0.80202,0.0188,0.0092,0.00772,0.00268,0.14848,0.99872
2,1999,0.4255,0.26928,0.02394,0.79586,0.0184,0.0092,0.00826,0.00284,0.15424000000000002,0.99916
2,2000,0.4142,0.2697,0.0236,0.7897,0.018,0.0092,0.0088,0.003,0.16,0.9996
2,2001,0.4108,0.26764,0.02348,0.78484,0.01814,0.00918,0.00952,0.00328,0.163,0.99956
2,2002,0.4074,0.26558,0.02336,0.77998,0.01828,0.00916,0.01024,0.0035600000000000002,0.166,0.99952
2,2003,0.404,0.26352000000000003,0.02324,0.7751199999999999,0.01842,0.00914,0.01096,0.00384,0.16899999999999998,0.99948
2,2004,0.4006,0.26146,0.023119999999999998,0.77026,0.01856,0.00912,0.01168,0.00412,0.172,0.99944
2,2005,0.3972,0.2594,0.023,0.7654,0.0187,0.0091,0.0124,0.0044,0.175,0.9994
2,2006,0.39434,0.25766,0.0229,0.7614,0.018760000000000002,0.00908,0.0121,0.00466,0.178,0.99902
2,2007,0.39148,0.25592,0.0228,0.7574,0.01882,0.00906,0.0118,0.00492,0.181,0.99864
2,2008,0.38862,0.25418,0.022699999999999998,0.7534,0.01888,0.00904,0.0115,0.005180000000000001,0.184,0.99826
2,2009,0.38576,0.25244,0.0226,0.7494,0.01894,0.00902,0.0112,0.00544,0.187,0.99788
2,2010,0.3829,0.2507,0.0225,0.7454,0.019,0.009,0.0109,0.0057,0.19,0.9975
2,2011,0.3829,0.2507,0.0225,0.7454,0.019,0.009,0.0109,0.0057,0.19,0.9975
2,2012,0.3829,0.2507,0.0225,0.7454,0.019,0.009,0.0109,0.0057,0.19,0.9975
2,2013,0.3829,0.2507,0.0225,0.7454,0.019,0.009,0.0109,0.0057,0.19,0.9975
2,2014,0.3829,0.2507,0.0225,0.7454,0.019,0.009,0.0109,0.0057,0.19,0.9975
2,2015,0.3829,0.2507,0.0225,0.7454,0.019,0.009,0.0109,0.0057,0.19,0.9975
2,2016,0.3829,0.2507,0.0225,0.7454,0.019,0.009,0.0109,0.0057,0.19,0.9975
20,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1950,0.2983,0.45,0.0146,0.89,0.0131,1e-4,0.0082,1e-4,0.0093,0.9264
20,1951,0.29264,0.45326,0.01568,0.88954,0.01324,1e-4,0.012240000000000001,1e-4,0.00826,0.9306
20,1952,0.28698,0.45652,0.01676,0.88908,0.01338,1e-4,0.016280000000000003,1e-4,0.007219999999999999,0.9348
20,1953,0.28132,0.45978,0.01784,0.8886200000000001,0.01352,1e-4,0.02032,1e-4,0.00618,0.9390000000000001
20,1954,0.27566,0.46304,0.01892,0.8881600000000001,0.01366,1e-4,0.024360000000000007,1e-4,0.00514,0.9432
20,1955,0.27,0.4663,0.02,0.8877,0.0138,1e-4,0.0284,1e-4,0.0041,0.9474
20,1956,0.26776,0.4679,0.0199,0.8907400000000001,0.01388,8e-5,0.03144,8e-5,0.0032800000000000004,0.9539
20,1957,0.26552,0.4695,0.0198,0.89378,0.01396,6e-5,0.034480000000000004,6e-5,0.0024600000000000004,0.9604
20,1958,0.26328,0.4711,0.0197,0.8968200000000001,0.01404,4e-5,0.03752,4e-5,0.0016400000000000004,0.9669
20,1959,0.26104,0.4727,0.0196,0.89986,0.01412,1.9999999999999998e-5,0.04056,1.9999999999999998e-5,8.2e-4,0.9734
20,1960,0.2588,0.4743,0.0195,0.9029,0.0142,0,0.0436,0,0,0.9799
20,1961,0.25926,0.47144,0.01996,0.89832,0.014280000000000001,0,0.0429,0,0.00508,0.97976
20,1962,0.25972,0.46858,0.02042,0.89374,0.014360000000000001,0,0.0422,0,0.01016,0.9796199999999999
20,1963,0.26017999999999997,0.46572,0.02088,0.8891600000000001,0.01444,0,0.041499999999999995,0,0.015239999999999998,0.97948
20,1964,0.26064,0.46286,0.02134,0.88458,0.01452,0,0.040799999999999996,0,0.02032,0.97934
20,1965,0.2611,0.46,0.0218,0.88,0.0146,0,0.0401,0,0.0254,0.9792
20,1966,0.26288,0.462,0.02344,0.872,0.01438,3.8e-4,0.03222,1.8e-4,0.02702,0.9661
20,1967,0.26466,0.464,0.025079999999999998,0.864,0.01416,7.6e-4,0.024339999999999997,3.6e-4,0.02864,0.953
20,1968,0.26644,0.46599999999999997,0.02672,0.856,0.01394,0.00114,0.01646,5.4e-4,0.030260000000000002,0.9399
20,1969,0.26822,0.46799999999999997,0.02836,0.848,0.01372,0.00152,0.008579999999999997,7.2e-4,0.031880000000000006,0.9268
20,1970,0.27,0.47,0.03,0.84,0.0135,0.0019,7e-4,9e-4,0.0335,0.9137
20,1971,0.26892,0.47653999999999996,0.027,0.8457,0.01342,0.0019,7e-4,9e-4,0.047920000000000004,0.9295399999999999
20,1972,0.26784,0.48308,0.024,0.8514,0.01334,0.0019,7e-4,9e-4,0.062340000000000007,0.94538
20,1973,0.26676,0.48962,0.020999999999999998,0.8571,0.013260000000000001,0.0019,7e-4,9e-4,0.07676,0.96122
20,1974,0.26568,0.49616000000000005,0.018,0.8628,0.01318,0.0019,7e-4,9e-4,0.09118000000000001,0.97706
20,1975,0.2646,0.5027,0.015,0.8685,0.0131,0.0019,7e-4,9e-4,0.1056,0.9929
20,1976,0.2671,0.49736,0.01468,0.8706400000000001,0.013000000000000001,0.00296,7.4e-4,0.00114,0.10046,0.99222
20,1977,0.2696,0.49202,0.01436,0.87278,0.0129,0.00402,7.8e-4,0.00138,0.09532,0.99154
20,1978,0.2721,0.48668,0.01404,0.87492,0.0128,0.00508,8.2e-4,0.00162,0.09018,0.9908600000000001
20,1979,0.2746,0.48134,0.01372,0.87706,0.0127,0.00614,8.6e-4,0.0018599999999999999,0.08504,0.9901800000000001
20,1980,0.2771,0.476,0.0134,0.8792,0.0126,0.0072,9e-4,0.0021,0.0799,0.9895
20,1981,0.27934000000000003,0.47859999999999997,0.01382,0.88364,0.0125,0.0074,7.199999999999999e-4,0.0016799999999999999,0.07948,0.9915200000000001
20,1982,0.28158,0.48119999999999996,0.014240000000000001,0.88808,0.0124,0.0076,5.399999999999999e-4,0.0012599999999999998,0.07905999999999999,0.9935400000000001
20,1983,0.28382,0.4838,0.01466,0.89252,0.0123,0.0078000000000000005,3.5999999999999997e-4,8.4e-4,0.07864,0.99556
20,1984,0.28606,0.4864,0.01508,0.89696,0.012199999999999999,0.008,1.7999999999999993e-4,4.199999999999998e-4,0.07822,0.99758
20,1985,0.2883,0.489,0.0155,0.9014,0.0121,0.0082,0,0,0.0778,0.9996
20,1986,0.28794,0.48303999999999997,0.01608,0.8969,0.012199999999999999,0.008360000000000001,0.0036,0.0011200000000000001,0.07339999999999999,0.99956
20,1987,0.28758,0.47708,0.01666,0.8924,0.0123,0.00852,0.0072,0.0022400000000000002,0.06899999999999999,0.99952
20,1988,0.28722,0.47112,0.01724,0.8879,0.0124,0.00868,0.010799999999999999,0.0033599999999999997,0.0646,0.99948
20,1989,0.28686,0.46516,0.01782,0.8834,0.0125,0.008839999999999999,0.0144,0.0044800000000000005,0.060200000000000004,0.99944
20,1990,0.2865,0.4592,0.0184,0.8789,0.0126,0.009,0.018,0.0056,0.0558,0.9994
20,1991,0.28371999999999997,0.45866,0.01848,0.87318,0.01254,0.00806,0.0161,0.00564,0.06354,0.99734
20,1992,0.28093999999999997,0.45812,0.01856,0.86746,0.01248,0.00712,0.014199999999999999,0.00568,0.07128000000000001,0.9952799999999999
20,1993,0.27816,0.45758,0.01864,0.86174,0.01242,0.00618,0.0123,0.005719999999999999,0.07902,0.99322
20,1994,0.27538,0.45704,0.01872,0.85602,0.01236,0.00524,0.0104,0.0057599999999999995,0.08676,0.9911599999999999
20,1995,0.2726,0.4565,0.0188,0.8503,0.0123,0.0043,0.0085,0.0058,0.0945,0.9891
20,1996,0.26988,0.4556,0.01884,0.84444,0.012240000000000001,0.00524,0.00912,0.00584,0.10128,0.99048
20,1997,0.26716,0.4547,0.01888,0.83858,0.01218,0.00618,0.00974,0.00588,0.10805999999999999,0.99186
20,1998,0.26444,0.45380000000000004,0.01892,0.8327199999999999,0.01212,0.00712,0.01036,0.00592,0.11484,0.99324
20,1999,0.26172,0.4529,0.01896,0.8268599999999999,0.01206,0.00806,0.01098,0.00596,0.12161999999999999,0.99462
20,2000,0.259,0.452,0.019,0.821,0.012,0.009,0.0116,0.006,0.1284,0.996
20,2001,0.2629,0.44612,0.01884,0.81814,0.01172,0.0112,0.01302,0.006,0.1281,0.9962
20,2002,0.26680000000000004,0.44024,0.01868,0.81528,0.01144,0.013399999999999999,0.01444,0.006,0.1278,0.9964
20,2003,0.2707,0.43435999999999997,0.018520000000000002,0.8124199999999999,0.01116,0.0156,0.01586,0.006,0.1275,0.9966
20,2004,0.2746,0.42847999999999997,0.01836,0.80956,0.01088,0.0178,0.01728,0.006,0.1272,0.9968
20,2005,0.2785,0.4226,0.0182,0.8067,0.0106,0.02,0.0187,0.006,0.1269,0.997
20,2006,0.26876,0.42212,0.01912,0.79858,0.01046,0.019880000000000002,0.018840000000000003,0.0064,0.13438,0.9974
20,2007,0.25902000000000003,0.42164,0.020040000000000002,0.7904599999999999,0.010320000000000001,0.01976,0.01898,0.0068000000000000005,0.14186000000000001,0.9978
20,2008,0.24928,0.42116,0.02096,0.78234,0.01018,0.01964,0.01912,0.0072,0.14934,0.9982
20,2009,0.23954,0.42068,0.02188,0.77422,0.01004,0.01952,0.01926,0.0076,0.15682000000000001,0.9986
20,2010,0.2298,0.4202,0.0228,0.7661,0.0099,0.0194,0.0194,0.008,0.1643,0.999
20,2011,0.2298,0.4202,0.0228,0.7661,0.0099,0.0194,0.0194,0.008,0.1643,0.999
20,2012,0.2298,0.4202,0.0228,0.7661,0.0099,0.0194,0.0194,0.008,0.1643,0.999
20,2013,0.2298,0.4202,0.0228,0.7661,0.0099,0.0194,0.0194,0.008,0.1643,0.999
20,2014,0.2298,0.4202,0.0228,0.7661,0.0099,0.0194,0.0194,0.008,0.1643,0.999
20,2015,0.2298,0.4202,0.0228,0.7661,0.0099,0.0194,0.0194,0.008,0.1643,0.999
20,2016,0.2298,0.4202,0.0228,0.7661,0.0099,0.0194,0.0194,0.008,0.1643,0.999
31,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1975,0.5309,0.0833,0.0027,0.8709,0.0041,0,0,0,0.034,0.909
31,1976,0.52432,0.08664,0.0027400000000000002,0.8626,0.00388,0,0,0,0.033800000000000004,0.904
31,1977,0.51774,0.08998,0.00278,0.8543000000000001,0.00366,0,0,0,0.033600000000000005,0.899
31,1978,0.5111600000000001,0.09332,0.00282,0.846,0.0034400000000000003,0,0,0,0.0334,0.894
31,1979,0.50458,0.09666000000000001,0.0028599999999999997,0.8377,0.00322,0,0,0,0.0332,0.889
31,1980,0.498,0.1,0.0029,0.8294,0.003,0,0,0,0.033,0.884
31,1981,0.49236,0.10414000000000001,0.00292,0.8236,0.00284,0,0,0,0.03286,0.87418
31,1982,0.48672,0.10828,0.00294,0.8178,0.00268,0,0,0,0.03272,0.86436
31,1983,0.48108,0.11242,0.00296,0.812,0.00252,0,0,0,0.032580000000000005,0.85454
31,1984,0.47544,0.11656,0.00298,0.8062,0.00236,0,0,0,0.032440000000000004,0.84472
31,1985,0.4698,0.1207,0.003,0.8004,0.0022,0,0,0,0.0323,0.8349
31,1986,0.47356,0.12438,0.0025599999999999998,0.80476,0.0020800000000000003,0,0,0,0.02994,0.83722
31,1987,0.47731999999999997,0.12806,0.00212,0.8091200000000001,0.00196,0,0,0,0.02758,0.83954
31,1988,0.48108,0.13174,0.00168,0.81348,0.00184,0,0,0,0.025220000000000003,0.84186
31,1989,0.48484,0.13542,0.0012399999999999998,0.81784,0.0017200000000000002,0,0,0,0.02286,0.84418
31,1990,0.4886,0.1391,8e-4,0.8222,0.0016,0,0,0,0.0205,0.8465
31,1991,0.49576,0.14628,7.8e-4,0.83638,0.00128,0,0,0,0.0164,0.85582
31,1992,0.50292,0.15345999999999999,7.6e-4,0.85056,9.6e-4,0,0,0,0.0123,0.86514
31,1993,0.51008,0.16064,7.4e-4,0.8647400000000001,6.4e-4,0,0,0,0.0082,0.87446
31,1994,0.5172399999999999,0.16782,7.199999999999999e-4,0.87892,3.1999999999999997e-4,0,0,0,0.0040999999999999995,0.88378
31,1995,0.5244,0.175,7e-4,0.8931,0,0,0,0,0,0.8931
31,1996,0.55472,0.16799999999999998,5.6e-4,0.90768,2e-4,0,0,0,0.0058000000000000005,0.91438
31,1997,0.58504,0.161,4.1999999999999996e-4,0.92226,4e-4,0,0,0,0.011600000000000001,0.93566
31,1998,0.61536,0.154,2.8000000000000003e-4,0.93684,6e-4,0,0,0,0.0174,0.95694
31,1999,0.64568,0.14700000000000002,1.3999999999999993e-4,0.9514199999999999,8e-4,0,0,0,0.023200000000000002,0.9782200000000001
31,2000,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2001,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2002,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2003,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2004,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2005,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2006,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2007,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2008,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2009,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2010,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2011,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2012,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2013,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2014,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2015,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
31,2016,0.676,0.14,0,0.966,0.001,0,0,0,0.029,0.9995
40,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1950,0.0377,0.8474,0,0.8851,0,0,0,0,0,1.6851
40,1951,0.0377,0.84792,0,0.88562,0,0,0,0,0,1.6856200000000001
40,1952,0.0377,0.84844,0,0.88614,0,0,0,0,0,1.68614
40,1953,0.0377,0.84896,0,0.88666,0,0,0,0,0,1.68666
40,1954,0.0377,0.84948,0,0.8871800000000001,0,0,0,0,0,1.68718
40,1955,0.0377,0.85,0,0.8877,0,0,0,0,0,1.6877
40,1956,0.0377,0.84856,0,0.88626,0,0,0,0,0,1.68626
40,1957,0.0377,0.84712,0,0.88482,0,0,0,0,0,1.68482
40,1958,0.0377,0.84568,0,0.8833799999999999,0,0,0,0,0,1.68338
40,1959,0.0377,0.84424,0,0.88194,0,0,0,0,0,1.68194
40,1960,0.0377,0.8428,0,0.8805,0,0,0,0,0,1.6805
40,1961,0.03732,0.83534,0,0.87266,0,0,0,0,0,1.67266
40,1962,0.03694,0.82788,0,0.86482,0,0,0,0,0,1.66482
40,1963,0.036559999999999995,0.82042,0,0.85698,0,0,0,0,0,1.6569800000000001
40,1964,0.03618,0.81296,0,0.84914,0,0,0,0,0,1.64914
40,1965,0.0358,0.8055,0,0.8413,0,0,0,0,0,1.6413
40,1966,0.03422,0.7876,4e-5,0.8224,4e-5,0,1.1999999999999999e-4,8e-5,0.04914,1.6518
40,1967,0.03264,0.7696999999999999,8e-5,0.8035,8e-5,0,2.3999999999999998e-4,1.6e-4,0.09828,1.6622999999999999
40,1968,0.03106,0.7518,1.2e-4,0.7846000000000001,1.2e-4,0,3.5999999999999997e-4,2.4e-4,0.14742,1.6728
40,1969,0.02948,0.7339,1.6e-4,0.7657,1.6e-4,0,4.7999999999999996e-4,3.2e-4,0.19656,1.6833
40,1970,0.0279,0.716,2e-4,0.7468,2e-4,0,6e-4,4e-4,0.2457,1.6938
40,1971,0.0284,0.71834,2e-4,0.74966,2e-4,2e-5,6e-4,4e-4,0.24186,1.6929
40,1972,0.028900000000000002,0.72068,2e-4,0.75252,2e-4,4e-5,6e-4,4e-4,0.23802,1.692
40,1973,0.0294,0.72302,2e-4,0.75538,2e-4,6e-5,6e-4,4e-4,0.23418,1.6911
40,1974,0.0299,0.72536,2e-4,0.75824,2e-4,8e-5,6e-4,4e-4,0.23034000000000002,1.6902
40,1975,0.0304,0.7277,2e-4,0.7611,2e-4,1e-4,6e-4,4e-4,0.2265,1.6893
40,1976,0.03332,0.71526,1.6e-4,0.75124,2e-4,8e-5,6e-4,3.2e-4,0.2313,1.68924
40,1977,0.03624,0.70282,1.2e-4,0.74138,2e-4,6e-5,6e-4,2.4e-4,0.2361,1.6891800000000001
40,1978,0.03916,0.69038,8e-5,0.73152,2e-4,4e-5,6e-4,1.6e-4,0.2409,1.68912
40,1979,0.04208,0.67794,3.9999999999999996e-05,0.72166,2e-4,1.9999999999999998e-5,6e-4,7.999999999999999e-5,0.2457,1.68906
40,1980,0.045,0.6655,0,0.7118,2e-4,0,6e-4,0,0.2505,1.689
40,1981,0.044,0.67404,0,0.7190799999999999,1.6e-4,0,4.7999999999999996e-4,0,0.24996,1.69038
40,1982,0.043,0.68258,0,0.72636,1.2e-4,0,3.5999999999999997e-4,0,0.24942,1.69176
40,1983,0.042,0.6911200000000001,0,0.73364,8e-5,0,2.3999999999999998e-4,0,0.24888,1.69314
40,1984,0.041,0.6996600000000001,0,0.74092,3.9999999999999996e-05,0,1.1999999999999999e-4,0,0.24834,1.69452
40,1985,0.04,0.7082,0,0.7482,0,0,0,0,0.2478,1.6959
40,1986,0.04,0.70304,2e-5,0.74314,2e-5,1.6e-4,1.1999999999999999e-4,4e-4,0.24676,1.67088
40,1987,0.04,0.6978800000000001,4e-5,0.73808,4e-5,3.2e-4,2.3999999999999998e-4,8e-4,0.24572,1.6458599999999999
40,1988,0.04,0.69272,6e-5,0.73302,6e-5,4.8e-4,3.5999999999999997e-4,0.0012,0.24468,1.62084
40,1989,0.04,0.6875600000000001,8e-5,0.7279599999999999,8e-5,6.4e-4,4.7999999999999996e-4,0.0016,0.24364,1.59582
40,1990,0.04,0.6824,1e-4,0.7229,1e-4,8e-4,6e-4,0.002,0.2426,1.5708
40,1991,0.03994,0.69324,8e-5,0.73358,1e-4,7.8e-4,6e-4,0.002,0.23538,1.57428
40,1992,0.03988,0.70408,6e-5,0.74426,1e-4,7.6e-4,6e-4,0.002,0.22816,1.57776
40,1993,0.03982,0.71492,4e-5,0.75493999999999994,1e-4,7.4e-4,6e-4,0.002,0.22094,1.58124
40,1994,0.03976,0.7257600000000001,1.9999999999999998e-5,0.76562,1e-4,7.199999999999999e-4,6e-4,0.002,0.21372,1.5847200000000001
40,1995,0.0397,0.7366,0,0.7763,1e-4,7e-4,6e-4,0.002,0.2065,1.5882
40,1996,0.04068,0.71928,0,0.76568,8e-5,7.2e-4,4.7999999999999996e-4,0.0016,0.19519999999999998,1.58536
40,1997,0.04166,0.70196,0,0.75506,6e-5,7.4e-4,3.5999999999999997e-4,0.0012000000000000001,0.18389999999999998,1.5825200000000001
40,1998,0.04264,0.68464,0,0.74444,4e-5,7.6e-4,2.3999999999999998e-4,8.000000000000001e-4,0.1726,1.57968
40,1999,0.04362,0.66732,0,0.7338199999999999,1.9999999999999998e-5,7.800000000000001e-4,1.1999999999999999e-4,3.9999999999999996e-4,0.1613,1.57684
40,2000,0.0446,0.65,0,0.7232,0,8e-4,0,0,0.15,1.574
